Tweet Coordinates,text,date,id,user,Place Info,location,Geo Enabled,retweet,likes,lang,Source
,"RT @Bhuvanbagga: And perhaps explains why #AdarPoonawalla may also be about to launch vaccine production outside India, maybe in UK?    Per…",2021-05-01 11:24:46,1388454343536381959,toshi_s2020,,Mumbai - Delhi,True,25,0,en,Twitter for Android
,RT @PeterAWatt: LifePetitions - Petitions for a Culture of Life https://t.co/KEEo3eaCHJ,2021-05-01 11:24:46,1388454343511318532,JasSpin1,,"Hammersmith, London",False,4,0,en,Twitter for Android
,"RT @denisrancourt: ""vaccine resistant variants"" is an idiotic phrase.
We are in full-on idiocy now.
Nothing needs to make any sense at all.…",2021-05-01 11:24:45,1388454340013314048,BarbaraGoggin4,,"London, England",True,864,0,en,Twitter for iPhone
,RT @rupagulab: “This is unhealthy in a democracy. The vaccine certificates should be issued again without Modi’s picture.” Retired professo…,2021-05-01 11:24:45,1388454339484786689,jainanil1968,,"Indiana, USA",True,117,0,en,Twitter for Android
,'There is ZERO chance of hospitals being overwhelmed': Pub chain boss says SAGE models underestimated the effects o… https://t.co/T8sisyWPJI,2021-05-01 11:24:45,1388454338834706433,20Paw7,,"Wales, United Kingdom",True,0,0,en,Twitter for iPhone
,RT @iMac_too: Kajri govt couldn't operate one small oxygen plant handed over to them by court by penalising the owner. Kajri returned back…,2021-05-01 11:24:45,1388454338209599489,Laxmikantpuro86,,"Phalodi, India",True,115,0,en,Twitter for Android
,"RT @NKudashev: The efficacy of @sputnikvaccine in among the highest in the world, and this vaccine will also be effective against new strai…",2021-05-01 11:24:44,1388454335613325316,DrMiryounis,,Phone No = +917006375573,True,6,0,en,Twitter for Android
,"RT @RahulGandhi: Shortage crisis of vaccine, oxygen &amp; medical supply is real...

...unlike PM’s image. https://t.co/fCSDl08oMx",2021-05-01 11:24:44,1388454335453958146,VIPINKUMARLAMB3,,,False,3395,0,en,Twitter for Android
,"RT @pookleblinky: It's so fucking weird that like 60 years ago scientists were able to make a vaccine for measles, say ""it'll stop measles…",2021-05-01 11:24:44,1388454334778728449,craft3334,,@iceborne,False,5922,0,en,Twitter for iPhone
,"RT @imeerage: Imagine the state of democracy where Politicians threatening A Man who is producing lifesaving vaccine

#CollectiveShame",2021-05-01 11:24:44,1388454333587410945,chandrakantk807,,ranchi,False,88,0,en,Twitter for Android
,"RT @RahulGandhi: Shortage crisis of vaccine, oxygen &amp; medical supply is real...

...unlike PM’s image. https://t.co/fCSDl08oMx",2021-05-01 11:24:43,1388454332438224898,Pk14308906,,"Musafirkhana, India",True,3395,0,en,Twitter for Android
,RT @Mr69313316: @EubanksRoburt @Eddie_Brady_87 I still don't understand how a failed pharma company (filed for b/k in 2018) that tried to p…,2021-05-01 11:24:42,1388454329149972488,Gratsi4,,"Dublin City, Ireland",False,5,0,en,Twitter for Android
,"RT @RahulGandhi: Shortage crisis of vaccine, oxygen &amp; medical supply is real...

...unlike PM’s image. https://t.co/fCSDl08oMx",2021-05-01 11:24:42,1388454328898179081,govind90govind,,kolkata,True,3395,0,en,Twitter for Android
,"RT @WHCOS: If you need to find a place to get the COVID vaccine, just text your zipcode to 438829.  You'll get locations near you where you…",2021-05-01 11:24:42,1388454328881590274,OccupyCompanies,,"Chicago, IL",True,9589,0,en,Twitter for iPhone
,It is disheartening to see @narendramodi not coming out openly in defence of SII and Bharat Biotech. Pricing is one… https://t.co/kkhLlX0Nlz,2021-05-01 11:24:42,1388454327979712515,Rezang_La,,"Lucknow, India",False,0,0,en,Twitter for Android
,"RT @hairymarx1: In this superb article, @NeilClark66 highlights how, through the use of a sophisticated psyops operation, the UK government…",2021-05-01 11:24:42,1388454327702990848,alison_atterbua,,,False,32,0,en,Twitter for iPad
,Trying to figure out what to wear to my vaccine appointment lol I feel like I'm going to a school disco,2021-05-01 11:24:42,1388454327593881603,beckidy,,Republic of Wales,True,0,0,en,Twitter for Android
,RT @niccijsmith: More vaccine sharing please. It’s in everyone’s interests https://t.co/74yPcK4RTd,2021-05-01 11:24:42,1388454327300333568,DonWurkin,,,True,37,0,en,Twitter Web App
,RT @PalmerReport: Have you gotten your COVID vaccine yet?,2021-05-01 11:24:42,1388454326931124226,jackehaley1,,,False,169,0,en,Twitter Web App
,"RT @cbic_india: Hyderabad Customs, @cgstcushyd facilitated expeditious clearance of #SputnikV Vaccine imported from Russia.

#Unite2FightCo…",2021-05-01 11:24:42,1388454325341413377,cgstcushyd,,"Hyderabad, India",False,8,0,en,Twitter for Android
,Second dose of the vaccine done today.,2021-05-01 11:24:41,1388454325085745153,Denton83,,"South East, England",True,0,0,en,Twitter for iPhone
,"RT @FinlayInstituto: It is an ambitious goal, but the country’s pharmaceutical and biotech industries have a decades-long history and have…",2021-05-01 11:24:41,1388454324913721344,rcmenglish,,Cuba,False,18,0,en,Twitter for Android
,"RT @ANI: ""First batch of SputnikV vaccine arrives in #Hyderabad, India! That's the same day the country starts mass COVID vaccination drive…",2021-05-01 11:24:41,1388454324674588672,LevoCetirizine_,,Bundle of his,False,143,0,en,Twitter for Android
,"RT @jitengajaria: Vasooli 2.0?

Other states procured vaccines early.
Maharashtra CM woke up late.
He called Adar Poonawala.
Adar Poonawala…",2021-05-01 11:24:41,1388454324603293697,wlvrn_tjs,,Bangalore,False,106,0,en,Twitter Web App
,RT @jmijincha: Bill Gates defending IP when tens of thousands are dying globally while we sit on vaccine patents is exactly what will happe…,2021-05-01 11:24:41,1388454324380999686,SunjayJK,,Gurgaon 🌍 🌏 🌎 world,False,5098,0,en,Twitter for Android
,"RT @RahulGandhi: Shortage crisis of vaccine, oxygen &amp; medical supply is real...

...unlike PM’s image. https://t.co/fCSDl08oMx",2021-05-01 11:24:41,1388454322971693056,Dhinesh7215,,"Tiruvannamalai, India",False,3396,0,en,Twitter for Android
,"RT @Bhuvanbagga: And perhaps explains why #AdarPoonawalla may also be about to launch vaccine production outside India, maybe in UK?    Per…",2021-05-01 11:24:41,1388454322577448961,BubaiRa00981942,,,False,25,0,en,Twitter for Android
,"RT @RahulGandhi: Shortage crisis of vaccine, oxygen &amp; medical supply is real...

...unlike PM’s image. https://t.co/fCSDl08oMx",2021-05-01 11:24:41,1388454321751269385,thechawlguy,,Aasma'n ke neeche,False,3396,0,en,Twitter for Android
,"RT @robinmonotti2: ""#Florida will fine any business or school $5,000 each time it requires a “vaccine passport,” or proof of COVID-19 vacci…",2021-05-01 11:24:41,1388454321533210628,DclerckS,,,True,1386,0,en,Twitter for Android
,RT @CesareSacchetti: An Italian police union says that the vaccine mandate for health workers is unconstitutional. They also say they have…,2021-05-01 11:24:41,1388454321201852419,smf_dc,,Apulia,False,112,0,en,Twitter for Android
,"RT @PChidambaram_IN: The Health
Minister who declared “there is no shortage of vaccines” should admit his failure and resign 

The vaccine…",2021-05-01 11:24:40,1388454319330971652,JavedAh09618118,,India,False,294,0,en,Twitter for Android
,"As of yesterday, I am 2 weeks post my second vaccine. I have never felt more excited",2021-05-01 11:24:40,1388454317267591171,cpeters945,,"Sandwich, MA",True,0,0,en,Twitter for iPhone
,"RT @nisheethsharan: Whatsapp is helping educate idiots on why 2 shots of the vaccine are important.
And maybe, winning! 😂😂😂 https://t.co/VW…",2021-05-01 11:24:39,1388454316646621187,arorasid,,"Navi Mumbai, India",False,26,0,en,Twitter for Android
,RT @thevivafrei: Our government has lied to us every step of the way. “Only 2 weeks to flatten the curve”. “No mandatory masks”. “Only 4 we…,2021-05-01 11:24:39,1388454316248379393,SeaRogueVenture,,Space Lanes,False,416,0,en,Twitter for Android
,RT @ManMundra: What is the per day capacity of making Vaccines in India? Can we make 1 crore vaccine doses a day ??,2021-05-01 11:24:39,1388454315602321409,SangitaSuman8,,,False,163,0,en,Twitter for Android
,"RT @WHCOS: If you need to find a place to get the COVID vaccine, just text your zipcode to 438829.  You'll get locations near you where you…",2021-05-01 11:24:39,1388454315598225410,hadlgr,,Mayagüez ,True,9589,0,en,Twitter for iPhone
,"RT @IR0NSPIDEY: people my age in             me watching 
the usa getting the          my country 
Covid vaccine               vaccinate +6…",2021-05-01 11:24:39,1388454314058919936,hannahjjjc,,bedford,True,22058,0,en,Twitter for Android
,"RT @moronhumor: [9/n] Manish Tiwari (Congress) 

“Who is going to get himself vaccinated with a vaccine where there is question marks over…",2021-05-01 11:24:39,1388454314054586377,santoshprayagra,,"New Delhi, India",True,354,0,en,Twitter for Android
,@FitchBass The vaccine reduce the level of risk around the World,2021-05-01 11:24:39,1388454313543020545,bulletproofkrew,,,True,0,0,en,Twitter for Android
,"RT @RealDoctorMike: This World Immunization Week, watch me discuss how COVID-19 vaccines work on four levels understandable to a child, par…",2021-05-01 11:24:39,1388454313253474305,CzarinaSalem4,,,False,56,0,en,Twitter Web App
,"RT @pookleblinky: It's so fucking weird that like 60 years ago scientists were able to make a vaccine for measles, say ""it'll stop measles…",2021-05-01 11:24:39,1388454313081643012,BethElizabethuk,,Wales,False,5922,0,en,Twitter for Android
,We need more vaccine diplomacy and less patent protection.  #sciencediplomacy https://t.co/e0H3XeRpPB,2021-05-01 11:24:39,1388454312557359104,rachelariellie,"Place(_api=<tweepy.api.API object at 0x7f031c69d250>, id='3797791ff9c0e4c6', url='https://api.twitter.com/1.1/geo/id/3797791ff9c0e4c6.json', place_type='city', name='Toronto', full_name='Toronto, Ontario', country_code='CA', country='Canada', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f031c69d250>, type='Polygon', coordinates=[[[-79.639319, 43.403221], [-78.90582, 43.403221], [-78.90582, 43.855401], [-79.639319, 43.855401]]]), attributes={})","Toronto,ON",True,0,0,en,Twitter for iPhone
,RT @vikrams09: We are best in the world at producing gas by likes of @pbhushan1 and @Ram_Guha - real producers of meaningful items like vac…,2021-05-01 11:24:38,1388454312464900096,spacedout33,,,True,1,0,en,Twitter for Android
,@schraderism @MonicaGandhi9 The other thing is you’d need a blanket policy. If you leave things open to Europe or t… https://t.co/GDOSjNUpPw,2021-05-01 11:24:38,1388454309713616898,SithyPoo,,,False,0,0,en,Twitter for iPhone
,"RT @lotophagus: Once a ba$tard, always a ba$tard.

https://t.co/gJ7O8wNAOE",2021-05-01 11:24:38,1388454308526526466,King432000,,,False,228,0,en,Twitter for Android
,"RT @KanganaTeam: If Modi said take vaccine then they defied him why us why not you first, if he takes then why Modi picture why not my pict…",2021-05-01 11:24:37,1388454307205304325,Monster11454969,,Akhand Bharat,False,788,0,en,Twitter for Android
,"RT @ByRakeshSimha: Forget Covid vaccine, annual flu vaccination cancelled because NZ has run out of vaccines. Try getting knee replacement…",2021-05-01 11:24:37,1388454306454593536,rajgrad,,,True,261,0,en,Twitter for Android
,"RT @PoliticsForAlI: 🚨🇰🇪 | NEW: Stephen Karanja, a prominent Kenyan doctor, who became a notorious opponent of the Covid-19 vaccine - callin…",2021-05-01 11:24:37,1388454305448042497,uncleporkie,,Surrey,True,12,0,en,Twitter for iPhone
,"RT @IR0NSPIDEY: people my age in             me watching 
the usa getting the          my country 
Covid vaccine               vaccinate +6…",2021-05-01 11:24:37,1388454305213132803,chuupedia,,"19, she/her, black, bi",True,22058,0,en,Twitter for iPhone
,"RT @ArunKohli_1: @ByRakeshSimha Unfortunately, many Indians are still in the colonial frame of thinking: elsewhere is better.
I am 65 regis…",2021-05-01 11:24:37,1388454304638324738,Patriot59821291,,,False,133,0,en,Twitter for Android
,Why I had denied by the centres to be vaccinated for 18+ age group vaccination at PHC MURMUNDA &amp; PHC BHILAI-3 becau… https://t.co/IOM1RMoUoD,2021-05-01 11:24:37,1388454304399257603,wadhwani95,,"Bhilai, India",False,0,0,en,Twitter for Android
,"RT @GlblCtznUK: Hi there @BorisJohnson! We stand with @SelenaGomez: after the UK's historic vaccine rollout, the world now needs you to com…",2021-05-01 11:24:36,1388454303568826372,Christine022010,,,False,91,0,en,Twitter for Android
,"RT @IshqFM: COVID-19 vaccine rolls out from tomorrow, May 1, 2021. If you're 18 years old and above, you can register yourself through the…",2021-05-01 11:24:36,1388454303027789824,rajatuppal,,New Delhi,False,1,0,en,Twitter for iPhone
,RT @iMac_too: Kajri govt couldn't operate one small oxygen plant handed over to them by court by penalising the owner. Kajri returned back…,2021-05-01 11:24:36,1388454302201565184,tarunpal84,,,False,115,0,en,Twitter for Android
,RT @iMac_too: Kajri govt couldn't operate one small oxygen plant handed over to them by court by penalising the owner. Kajri returned back…,2021-05-01 11:24:36,1388454301761114118,Bonker_69,,,False,115,0,en,Twitter for Android
,@salilpalkar @AdvanceDexter Which vaccine ? Covaxin or covishield? Or sputnik?,2021-05-01 11:24:35,1388454299236126720,shwetakamat11,,"Mumbai, India",False,0,0,en,Twitter for iPhone
,Good thanks I have had the vaccine. God has spoken he knows I am a prick. https://t.co/I9FimspcTv,2021-05-01 11:24:35,1388454297885560832,HumanInGeneral,,,False,0,0,en,Twitter Web App
,"RT @MountvSimon: ""The NHS will let you know when your vaccine is ready for you...."" says the voiceover over the soft music.

Its marketed i…",2021-05-01 11:24:35,1388454297604698112,BeenHavingIt31,,,False,97,0,en,Twitter Web App
,"RT @JudgeClayJ: It’s not too late. We are open Saturday ⁦@fairpark⁩ for ⁦@pfizer⁩ and Monday,we will have ⁦@moderna_tx⁩ 💉 #GetVaccinated  h…",2021-05-01 11:24:35,1388454296111534080,Doloresg889,,"Dallas, TX",True,15,0,en,Twitter for iPhone
,"RT @TomBollyky: “For the next India, we need to be ahead of it, not behind it”

Countries like Nepal may be on same path as India. In South…",2021-05-01 11:24:35,1388454296015052803,NShakfeh,,"Washington, DC",True,2,0,en,Twitter for iPhone
,Benji got the second dose of a vaccine yesterday... not the one for Covid—but it’s hitting him the same way!! This… https://t.co/x54GpUzqpR,2021-05-01 11:24:35,1388454295956303872,KassieLSimmons,,"Wilmington, NC",True,0,1,en,Twitter for iPhone
,"RT @RahulGandhi: Shortage crisis of vaccine, oxygen &amp; medical supply is real...

...unlike PM’s image. https://t.co/fCSDl08oMx",2021-05-01 11:24:35,1388454295796805633,Amit65927770,,Fatehabad,False,3396,0,en,Twitter for Android
,@Dare2Dr10109801 I think this coming week it might test 600 and settle around 590 or somewhere near but the week af… https://t.co/XS5WGWWi85,2021-05-01 11:24:34,1388454295490678787,KoshyTh51570784,,,False,0,0,en,Twitter Web App
,"RT @ImsomethingnU: Finally taken vaccine even though I was on my period....🤞 
Lil bit fever and headache nothing else 🙌",2021-05-01 11:24:34,1388454293829668864,CrazyMommy_Mahi,,"Ahmadabad City, India",True,7,0,en,Twitter for Android
,"RT @ANI: Efficacy of the Sputnik V is among the highest in the world, and this vaccine will also be effective against new strains of COVID-…",2021-05-01 11:24:34,1388454292185522179,IVNTalks,,,False,1,0,en,Twitter Web App
,"RT @QueerNaari: Major Resume update 
Registered on Cowin app and 
Got the first dose of vaccine for 18+ on the first day within 2 hours tha…",2021-05-01 11:24:34,1388454292047077383,ravish_singla,,,True,8,0,en,Twitter for Android
,"RT @veenavenugopal: People: we need the vaccine
Govt: congratulations to ourselves. We have given our people 900 million OTPs in the last 2…",2021-05-01 11:24:34,1388454291870928896,AmruthaKuber,,procrastination,True,304,0,en,Twitter for iPhone
,"RT @Lesbiologist: The vaccine experience is basically ""This edible ain't shit"" and then passing out for at least five hours.",2021-05-01 11:24:33,1388454291531202565,_1sthdsw,,"BKK, Thailand",True,1803,0,en,Twitter for iPhone
,"RT @RahulGandhi: Shortage crisis of vaccine, oxygen &amp; medical supply is real...

...unlike PM’s image. https://t.co/fCSDl08oMx",2021-05-01 11:24:33,1388454289475969028,PranamiNikzz,,"Modasa, India",True,3396,0,en,Twitter for Android
,"RT @Lesbiologist: The vaccine experience is basically ""This edible ain't shit"" and then passing out for at least five hours.",2021-05-01 11:24:33,1388454288804962305,r0siep0sies,,,False,1803,0,en,Twitter for iPhone
,"@doniveson @AHS_media @AHS_YEGZone I got the vaccine last Tuesday after 5 pm at this place. 100% no pain, no worry,… https://t.co/nWHki1DUlc",2021-05-01 11:24:33,1388454288570032130,Moon2021vn,,,False,0,0,en,Twitter for Android
,"RT @Numbers28: For anyone who thinks that President Biden should’ve given the former guy credit for the #COVID vaccine, I don’t ever rememb…",2021-05-01 11:24:33,1388454288482082816,EricPer94077700,,,False,12,0,en,Twitter for iPhone
,"RT @RahulGandhi: Shortage crisis of vaccine, oxygen &amp; medical supply is real...

...unlike PM’s image. https://t.co/fCSDl08oMx",2021-05-01 11:24:33,1388454287752142854,AvnishGarg12,,,False,3396,0,en,Twitter for Android
,"RT @melissadderosa: Cuomo: NYC Restaurants Get Big Boost Next Week, Then Gyms as Full Reopening Nears 

https://t.co/DubOYlKbCt",2021-05-01 11:24:32,1388454286145859584,risal770,,Manhattan,True,8,0,en,Twitter Web App
,@NeilNeilduffy @M_Geraghty1970 @MattHancock @LennyHenry @davidwalliams @ElizabethHurley @eltonofficial There was no… https://t.co/CEFlyIp4KZ,2021-05-01 11:24:32,1388454285399179267,sineadm16516723,,"London, England",False,0,0,en,Twitter for iPhone
,"RT @RahulGandhi: Shortage crisis of vaccine, oxygen &amp; medical supply is real...

...unlike PM’s image. https://t.co/fCSDl08oMx",2021-05-01 11:24:32,1388454284249862145,ManojYadavInc07,,India,True,3396,0,en,Twitter for Android
,"RT @RahulGandhi: Shortage crisis of vaccine, oxygen &amp; medical supply is real...

...unlike PM’s image. https://t.co/fCSDl08oMx",2021-05-01 11:24:32,1388454284002422791,aynshanperu,,வேலிடுபட்டி விளாத்திகுளம்,False,3396,0,en,Twitter for Android
,"RT @JuneUchino: UV radiation kills virus that causes COVID-19 in lab, study finds .
Have you known about this news? It’s big news for us. T…",2021-05-01 11:24:32,1388454283616522243,66yMzRyP86USdNo,,神戸市,False,1,0,en,Twitter for Android
,"RT @RahulGandhi: Shortage crisis of vaccine, oxygen &amp; medical supply is real...

...unlike PM’s image. https://t.co/fCSDl08oMx",2021-05-01 11:24:31,1388454282781872130,Shekhar79329752,,,False,3396,0,en,Twitter for Android
,"RT @ArunKohli_1: @ByRakeshSimha Unfortunately, many Indians are still in the colonial frame of thinking: elsewhere is better.
I am 65 regis…",2021-05-01 11:24:31,1388454282454650885,SinghtheIndian,,बनारस,True,133,0,en,Twitter for Android
,"RT @Schandillia: From vaccine guru to vaccine bhikhari.

In two months flat.",2021-05-01 11:24:31,1388454281519403010,puchunpuchi,,"Kolkata, India",True,885,0,en,Twitter for Android
,the fight or flight I feel when anybody tries to convince me to get that vaccine in any form or fashion &lt;&lt;&lt;&lt;&lt;&lt;&lt;,2021-05-01 11:24:31,1388454281196474372,itskwasi,,"Aiken, SC",True,0,0,en,Twitter for iPhone
,"RT @NKudashev: The efficacy of @sputnikvaccine in among the highest in the world, and this vaccine will also be effective against new strai…",2021-05-01 11:24:31,1388454279615193089,A31X64Vijay,,INDIA. (Bharat),False,6,0,en,Twitter for iPad
,RT @HandsomeWoman69: Planning my post-vaccine European road trip. https://t.co/bEq4DeLyVW,2021-05-01 11:24:30,1388454277706928132,g_e_o_r_g_es,,,False,1300,0,en,Twitter for Android
,"RT @ShivAroor: In @BillGates’s world,

Intellectual property &gt; Lives

https://t.co/yHvZlElaEY",2021-05-01 11:24:30,1388454277077639169,SnehaNiranjan06,,"Hyderabad, India",False,385,0,en,Twitter for Android
,"RT @cmkshama: ""Bill Gates &amp; Joe Biden, Get Off It!
Put People Before Profit""

Our movement for A People's Vaccine is outside the Bill &amp; Mel…",2021-05-01 11:24:30,1388454277006471168,chefmichelle5,,"North Carolina, USA",False,107,0,en,Twitter Web App
,@Being_Humor @narendramodi @narendramodi can we not buy covaxin rights and built it all across 3000 India pharma co… https://t.co/1FS1SS6sN2,2021-05-01 11:24:30,1388454276041609220,vineetk994,,,False,0,0,en,Twitter for Android
,RT @Jayashree_Ravis: See this tweet. Age 65 registered on Jan 15 th . Yet to get his turn on vaccine. Place some place in Germany  . Jai hi…,2021-05-01 11:24:30,1388454275253080071,sanhita4dr,,India,True,3,0,en,Twitter for Android
,Gravitas:Pfizer's abusive vaccine deals.Western Pharma companies the neo colonisers. Shameful exploitation of pande… https://t.co/t1bF53mMFk,2021-05-01 11:24:29,1388454274758111233,NarenKadian,,"Gurgaon, India",False,0,0,en,Twitter for iPhone
,"RT @IR0NSPIDEY: people my age in             me watching 
the usa getting the          my country 
Covid vaccine               vaccinate +6…",2021-05-01 11:24:29,1388454273747283972,andruise_,,,False,22058,0,en,Twitter for Android
,People will suck this down every week and see no problem with type 2 diabetes but they’ll tell you to get the vacci… https://t.co/Pug2IzhN0R,2021-05-01 11:24:29,1388454273181233154,neoplacebobass,,"39.7296° N, 75.2077° W",True,0,0,en,Twitter for iPhone
,"@drshraddha16 @sanhita4dr @chetan_bhagat Well i an from madhya pradesh , our govt does not have vaccines, we are a… https://t.co/suRhQ8sd0b",2021-05-01 11:24:29,1388454273118203910,asd_ankit,,indore,False,0,0,en,Twitter for Android
,RT @shirishthorat: Follow @PrinceArihan as he inspects the #BillGates vaccine business model https://t.co/SPHfRoOQ7T,2021-05-01 11:24:29,1388454271184564225,unknownguy12346,,India,True,7,0,en,Twitter for Android
,RT @mafoikprajan: Whoever blamed @narendramodi govt for not allowing access to Pfizer vaccine into India in Jan 21 needs to see how this Co…,2021-05-01 11:24:28,1388454270081519619,Tamil1980,,,False,452,0,en,Twitter for Android
,"RT @NaheedD: When we have 1 person dying of #COVID19 every 5 minutes in places like India, the concept of a vaccine patent is cruel &amp; distu…",2021-05-01 11:24:28,1388454269108596748,SpiderMals,,Earth 616 Space Sector 2814,False,510,0,en,Twitter for Android
